2.33E+03;3.43E-02;2.72E+02;5.81E-04;-9.93E-01;1.71E+03
5.02E+03;7.50E-02;2.68E+02;3.84E-03;-6.45E+00;1.68E+03
7.45E+03;1.14E-01;2.61E+02;9.86E-03;-1.62E+01;1.64E+03
9.93E+03;1.55E-01;2.56E+02;1.85E-02;-2.98E+01;1.61E+03
1.24E+04;1.97E-01;2.51E+02;2.90E-02;-4.58E+01;1.58E+03
1.49E+04;2.41E-01;2.48E+02;4.08E-02;-6.34E+01;1.56E+03
1.74E+04;2.84E-01;2.45E+02;5.32E-02;-8.19E+01;1.54E+03
2.01E+04;3.31E-01;2.43E+02;6.71E-02;-1.02E+02;1.52E+03
2.10E+04;3.47E-01;2.42E+02;7.18E-02;-1.09E+02;1.52E+03
2.24E+04;3.71E-01;2.41E+02;7.91E-02;-1.20E+02;1.51E+03
2.40E+04;3.99E-01;2.40E+02;8.74E-02;-1.32E+02;1.50E+03
2.79E+04;4.67E-01;2.39E+02;1.08E-01;-1.62E+02;1.49E+03
